字,漢音
糣,サム
𢕕,サム
㧲,サム
槮,サム
䫩,サム
䊉,サム
坎,カム
歁,カム
惂,カム
輡,カム
錎,カム
轗,カム
埳,カム
顑,カム
竷,カム
臽,カム
頷,カム
頜,カム
𡣊,カム
撼,カム
淊,カム
菡,カム
欿,カム
蜭,カム
涵,カム
肣,カム
𢎘,カム
𢇞,カム
𢃗,カム
莟,カム
顄,カム
𡻡,カム
壈,ラム
燣,ラム
𨎹,ラム
浨,ラム
醂,ラム
顲,ラム
𠓭,ラム
纜,ラム
漤,ラム
黕,タム
耽,タム
𡖓,タム
衴,タム
䪴,タム
丼,タム
瓭,タム
抌,タム
䉞,タム
𥴶,タム
敢,カム
𠭖,カム
𣪏,カム
𢽤,カム
橄,カム
澉,カム
䇞,カム
覽,ラム
爁,ラム
擥,ラム
攬,ラム
欖,ラム
罱,ラム
膽,タム
紞,タム
䃫,タム
黵,タム
䒞,タム
𪆻,タム
噉,タム
啖,タム
啗,タム
澹,タム
𥲄,タム
淡,タム
憺,タム
惔,タム
槧,サム
鏨,サム
嵌,サム
㟛,サム
喊,カム
嚂,カム
𡒓,カム
㯺,カム
𠪚,カム
䖔,カム
琰,エム
剡,エム
𨁹,エム
棪,エム
燄,エム
淡,エム
扊,エム
淊,エム
夵,エム
䎦,エム
䌪,エム
斂,レム
撿,レム
薟,レム
蘞,レム
瀲,レム
獫,レム
溓,レム
嬚,レム
䭑,レム
羷,レム
䌞,レム
㰈,レム
㯬,レム
險,ケム
獫,ケム
玁,ケム
㛍,ケム
譣,ケム
憸,ケム
𩏩,ケム
嶮,ケム
貶,ヘム
𦥘,ヘム
颭,セム
顩,ゲム
广,ゲム
隒,ゲム
嬐,ゲム
䲓,ゲム
嶮,ゲム
噞,ゲム
儉,ケム
芡,ケム
檢,ケム
瞼,ケム
黶,エム
𧞣,エム
檿,エム
厭,エム
魘,エム
厴,エム
擪,エム
酓,エム
冉,ゼム
姌,ゼム
苒,ゼム
染,ゼム
𩃵,ゼム
䎃,ゼム
柟,ゼム
䣸,ゼム
𥬕,ゼム
𡜉,ゼム
陝,セム
睒,セム
閃,セム
𧴭,セム
覢,セム
㴸,セム
㚒,セム
𡟨,セム
諂,テム
讇,テム
奄,エム
𩃗,エム
䣍,エム
㭺,エム
閹,エム
掩,エム
揜,エム
裺,エム
晻,エム
渰,エム
罨,エム
弇,エム
𣃰,エム
媕,エム
𤗎,エム
𡹮,エム
𣄉,エム
漸,セム
𥕌,セム
蔪,セム
𦾶,セム
䟅,セム
嚵,セム
䤔,セム
鏨,セム
螹,セム
槧,セム
憸,セム
䤘,セム
𩟗,セム
剡,セム
忝,テム
䄼,テム
栝,テム
銛,テム
悿,テム
淰,デム
㜤,デム
𨸱,デム
姌,デム
點,テム
玷,テム
𦒻,テム
㓠,テム
䍄,テム
簟,テム
扂,テム
𠂼,テム
驔,テム
㶘,テム
橝,テム
嗛,ケム
歉,ケム
慊,ケム
膁,ケム
鼸,ケム
㺌,ケム
憯,セム
孂,ケム
儼,ゲム
广,ゲム
𠆲,ゲム
㢂,ゲム
礹,ゲム
𢇘,ゲム
曮,ゲム
欦,ケム
𩒥,ケム
䇜,ケム
埯,エム
𣃧,エム
豏,カム
減,カム
㺝,カム
喊,カム
㺌,カム
𡞣,カム
𥻇,カム
甉,カム
湛,タム
㴴,タム
偡,タム
鹼,カム
鹻,カム
減,カム
𥳒,カム
瀺,サム
嶃,サム
嵁,サム
臉,レム
醶,レム
斬,サム
闞,カム
欦,カム
喊,カム
𦊔,ダム
𦌫,ダム
淰,ダム
檻,カム
艦,カム
壏,カム
𥽏,カム
㔋,カム
濫,カム
𨏊,カム
轞,カム
㺝,カム
撖,カム
䫡,カム
㨻,サム
㺑,サム
黤,ヱム
𪒠,ヱム
醶,サム
巉,サム
范,ハム
範,ハム
軓,ハム
笵,ハム
犯,ハム
𧍙,ハム
凵,カム
㧄,カム
釩,ハム
送,ソウ
鬆,ソウ
凇,ソウ
鳳,フウ
𠤈,フウ
貢,コウ
贛,コウ
𣹟,コウ
虹,コウ
羾,コウ
𨹁,コウ
䇨,コウ
㔶,コウ
㯯,コウ
𧆐,コウ
弄,ロウ
𢙱,ロウ
梇,ロウ
礱,ロウ
哢,ロウ
㢅,ロウ
㳥,ロウ
涷,トウ
凍,トウ
棟,トウ
湩,トウ
㼯,トウ
𩭩,トウ
䍶,トウ
控,コウ
倥,コウ
悾,コウ
鞚,コウ
空,コウ
𤗇,コウ
糉,ソウ
粽,ソウ
䁓,ソウ
偬,ソウ
㚇,ソウ
鯼,ソウ
緵,ソウ
瓮,ヲウ
甕,ヲウ
𦉥,ヲウ
罋,ヲウ
𪖵,ヲウ
𧩪,ソウ
愡,ソウ
洞,トウ
恫,トウ
眮,トウ
絧,トウ
㓊,トウ
峒,トウ
詷,トウ
胴,トウ
慟,トウ
筒,トウ
駧,トウ
衕,トウ
迵,トウ
戙,トウ
㗢,トウ
𩐵,トウ
痛,トウ
仲,チウ
蟲,チウ
𩿀,チウ
諷,フウ
風,フウ
焪,キウ
䛪,キウ
䠻,キウ
㝱,ボウ
夢,ボウ
瞢,ボウ
鄸,ボウ
䠢,ボウ
𢄐,モウ
霿,モウ
艨,モウ
賵,ホウ
麷,ホウ
𣀒,ソウ
𠏭,ソウ
中,チウ
衷,チウ
哄,コウ
烘,コウ
港,コウ
閧,コウ
蕻,コウ
衆,シウ
銃,シウ
㓽,スウ
烘,コウ
戇,コウ
宋,ソウ
綜,ソウ
䝋,ソウ
錝,ソウ
統,トウ
𪎽,トウ
用,ヨウ
頌,ショウ
誦,ショウ
訟,ショウ
吅,ショウ
俸,ホウ
㡝,ホウ
縫,ホウ
捀,ホウ
共,キョウ
葑,ホウ
封,ホウ
供,キョウ
龏,キョウ
雍,ヨウ
灉,ヨウ
㙲,ヨウ
湩,チョウ
堹,チョウ
諥,チョウ
縱,ショウ
瘲,ショウ
蹱,チョウ
憃,チョウ
䩸,ジョウ
𩉪,ジョウ
𩼅,ジョウ
種,ショウ
偅,ショウ
㼿,ショウ
重,チョウ
緟,チョウ
𨉢,チョウ
贚,リョウ
躘,リョウ
儱,リョウ
恐,キョウ
𢖶,キョウ
𦶐,キョウ
從,ショウ
𢫨,ヂョウ
絳,カウ
虹,カウ
降,カウ
𡲣,カウ
洚,カウ
巷,カウ
衖,カウ
閧,カウ
戇,タウ
䡴,タウ
憧,タウ
𢤤,タウ
幢,タウ
撞,タウ
艟,タウ
𥈄,タウ
䚎,タウ
漴,サウ
肨,ハウ
䎫,ソウ
淙,サウ
㦼,サウ
寘,シ
忮,シ
伎,シ
觶,シ
伿,シ
䚳,シ
𢻈,シ
𡽆,シ
避,ヒ
惴,スイ
𦥻,スイ
𦦇,スイ
詈,リ
荔,リ
離,リ
㿛,リ
珕,リ
𥶾,リ
豉,シ
𢻃,シ
𢐂,シ
鯷,シ
䩃,シ
䊓,シ
積,シ
㰣,シ
𧂐,シ
𦎸,シ
賜,シ
𧀩,シ
澌,シ
𣩠,シ
儩,シ
杫,シ
爲,ヰ
䞈,クヰ
垝,クヰ
㩻,クヰ
攱,クヰ
𢈌,クヰ
帔,ヒ
秛,ヒ
襬,ヒ
賁,ヒ
佊,ヒ
詖,ヒ
貱,ヒ
陂,ヒ
跛,ヒ
藣,ヒ
髲,ヒ
被,ヒ
鞁,ヒ
㢰,ヒ
旇,ヒ
𤿙,ヒ
累,ルイ
寄,キ
䐀,キ
徛,キ
臂,ヒ
芰,キ
騎,キ
鬾,キ
輢,キ
䝸,キ
㧘,キ
汥,キ
䛋,キ
刺,シ
刾,シ
㢀,シ
朿,シ
㡹,シ
𧧒,シ
莿,シ
庛,シ
蛓,シ
䛋,シ
易,イ
㑥,イ
貤,イ
伿,イ
㒾,イ
貤,イ
議,ギ
誼,ギ
竩,ギ
𥫃,ギ
𩈭,ギ
義,ギ
譬,ヒ
㵨,ヒ
漬,シ
眥,シ
𦎸,シ
㧘,シ
㱴,シ
髊,シ
骴,シ
胔,シ
智,チ
𣉻,チ
潪,チ
倚,イ
輢,イ
陭,イ
縋,ツイ
膇,ツイ
槌,ツイ
錘,ツイ
腄,ツイ
甀,ツイ
硾,ツイ
吹,スイ
䶴,スイ
𥞃,スイ
戲,キ
嚱,キ
企,キ
𢺵,キ
跂,キ
𨑤,キ
蚑,キ
吱,キ
縊,イ
㱲,イ
螠,イ
翅,シ
翄,シ
𦐊,シ
施,シ
馶,シ
啻,シ
鍦,シ
䗐,シ
䧴,シ
卶,シ
𤖻,シ
㒾,シ
翨,シ
屣,シ
灑,シ
𩌦,シ
襹,シ
曬,シ
觖,クヰ
餧,ヰ
萎,ヰ
䍴,ヰ
𣨙,ヰ
僞,グヰ
毁,クヰ
恚,イ
㜇,イ
睡,スイ
瑞,スイ
𨿠,スイ
䅜,スイ
馶,キ
翨,キ
䄲,ヰ
卶,シ
䅗,スイ
瀡,スイ
孈,キ
㞆,キ
掎,キ
至,シ
摯,シ
贄,シ
鷙,シ
礩,シ
䥍,シ
鴲,シ
懥,シ
䲀,シ
𩊝,シ
𩊞,シ
𢄢,シ
𡠗,シ
位,ヰ
郿,ビ
媚,ビ
魅,ビ
鬽,ビ
篃,ビ
蝞,ビ
嚜,ビ
䉋,ビ
煝,ビ
娓,ビ
遂,スイ
彗,スイ
隧,スイ
襚,スイ
旞,スイ
璲,スイ
檖,スイ
𣔾,スイ
𤓫,スイ
𤎩,スイ
燧,スイ
澻,スイ
䡵,スイ
鐆,スイ
鐩,スイ
穟,スイ
𦼯,スイ
蔧,スイ
𦂁,スイ
㒸,スイ
𥝩,スイ
穗,スイ
䉌,スイ
𩏚,スイ
醉,スイ
檇,スイ
邃,スイ
祟,スイ
誶,スイ
粹,スイ
睟,スイ
𠭥,スイ
賥,スイ
譢,スイ
𢢝,スイ
類,ルイ
淚,ルイ
瓃,ルイ
𦝭,ルイ
垒,ルイ
蘱,ルイ
纍,ルイ
䇐,ルイ
禷,ルイ
祕,ヒ
毖,ヒ
閟,ヒ
轡,ヒ
柲,ヒ
鉍,ヒ
泌,ヒ
鄪,ヒ
費,ヒ
䀣,ヒ
䪐,ヒ
邲,ヒ
粊,ヒ
䉾,ヒ
𡛗,ヒ
匱,クヰ
蕢,クヰ
臾,クヰ
饋,クヰ
餽,クヰ
𦆠,クヰ
櫃,クヰ
樻,クヰ
鞼,クヰ
簣,クヰ
𩌃,クヰ
濞,ヒ
嚊,ヒ
䑄,ヒ
㿙,ヒ
𦤢,ヒ
淠,ヒ
備,ヒ
俻,ヒ
𤰇,ヒ
𤰈,ヒ
𡚤,ヒ
奰,ヒ
䑄,ヒ
糒,ヒ
犕,ヒ
絥,ヒ
鞴,ヒ
韍,ヒ
贔,ヒ
𣖾,ヒ
㣁,ヒ
𩇯,ヒ
㸢,ヒ
媿,クヰ
愧,クヰ
聭,クヰ
謉,クヰ
騩,クヰ
䁛,クヰ
帥,スイ
率,スイ
喟,クヰ
嘳,クヰ
樻,クヰ
䯣,クヰ
䰎,クヰ
腃,クヰ
䙡,クヰ
尯,クヰ
𨌗,クヰ
嗜,シ
𩜼,シ
醏,シ
視,シ
眎,シ
眂,シ
利,リ
𥝤,リ
䬆,リ
莅,リ
涖,リ
痢,リ
䚕,リ
䇐,リ
膩,ヂ
𦡸,ヂ
䁊,ヂ
䣵,ヂ
屁,ヒ
䊧,ヒ
劓,ギ
致,チ
懫,チ
疐,チ
𢷐,チ
𨆫,チ
躓,チ
𨎌,チ
輊,チ
騺,チ
䞃,チ
𣱐,チ
懥,チ
㨖,チ
質,チ
駤,チ
棄,キ
弃,キ
夡,キ
㞓,キ
蟿,キ
緻,チ
稚,チ
遟,チ
稺,チ
𦃘,チ
𩹈,チ
治,チ
𠊷,チ
𢴧,チ
謘,チ
𩋩,チ
𦥐,チ
寐,ビ
媢,ビ
杘,チ
𣐉,チ
誺,チ
𦥊,チ
訵,チ
𡳭,チ
跮,チ
𧩼,チ
冀,キ
兾,キ
覬,キ
穊,キ
驥,キ
𩥉,キ
洎,キ
懻,キ
臮,キ
暨,キ
鱀,キ
洎,キ
垍,キ
塈,キ
𣽍,キ
悸,クヰ
𠊾,クヰ
猤,クヰ
痵,クヰ
𡬄,クヰ
翠,スイ
濢,スイ
臎,スイ
二,ジ
弍,ジ
貳,ジ
樲,ジ
髶,ジ
恣,シ
𣣌,シ
次,シ
䳐,シ
佽,シ
䰍,シ
絘,シ
𩾔,シ
𧊒,シ
𣣌,シ
䯸,シ
懿,イ
饐,イ
㙪,イ
欭,イ
鷧,イ
撎,イ
亄,イ
四,シ
亖,シ
肆,シ
𩬶,シ
柶,シ
泗,シ
牭,シ
𧳙,シ
㣈,シ
駟,シ
𦞤,シ
蕼,シ
肂,シ
器,キ
季,クヰ
瞡,クヰ
鼻,ヒ
比,ヒ
枇,ヒ
𤹝,ヒ
坒,ヒ
襣,ヒ
䃾,ヒ
䫁,ヒ
䑄,ヒ
芘,ヒ
痹,ヒ
畀,ヒ
庇,ヒ
𦸣,ヒ
䃾,ヒ
比,ヒ
萃,スイ
顇,スイ
悴,スイ
㱖,スイ
䆊,スイ
瘁,スイ
地,チ
墬,チ
肄,イ
殔,イ
㡼,イ
貤,イ
勩,イ
隶,イ
㣇,イ
𥿫,イ
示,シ
諡,シ
謚,シ
眎,シ
貤,シ
自,シ
嫉,シ
墜,ツイ
懟,ツイ
鎚,ツイ
出,スイ
遺,ヰ
𤀷,ヰ
𢣘,ヰ
蜼,ヰ
瞶,ヰ
𧔥,ヰ
䗽,ヰ
轛,ツイ
痓,シ
屍,シ
䛈,シ
㽷,スイ
𥤼,スイ
志,シ
娡,シ
䓌,シ
誌,シ
痣,シ
織,シ
識,シ
值,チ
植,チ
治,チ
㨁,チ
𠍜,チ
寺,シ
嗣,シ
孠,シ
飤,シ
飼,シ
笥,シ
伺,シ
思,シ
覗,シ
試,シ
弑,シ
幟,シ
僿,シ
胾,シ
椔,シ
事,シ
剚,シ
倳,シ
鶅,シ
吏,リ
𢟤,リ
字,シ
牸,シ
孳,シ
茡,シ
芓,シ
孖,シ
眙,チ
佁,チ
䰡,チ
𦥊,チ
誺,チ
餌,ジ
𩱓,ジ
珥,ジ
衈,ジ
毦,ジ
咡,ジ
刵,ジ
佴,ジ
誀,ジ
洱,ジ
䎶,ジ
㛅,ジ
䏪,ジ
䣵,ジ
眲,ジ
𦖢,ジ
𩢲,シ
駛,シ
𣳪,シ
𧳅,シ
𩰢,シ
𨽄,シ
使,シ
廁,シ
異,イ
异,イ
潩,イ
食,イ
巳,イ
䔬,イ
廙,イ
置,チ
𢐂,チ
侍,シ
蒔,シ
秲,シ
事,シ
𩛌,シ
忌,キ
𨙬,キ
惎,キ
䋟,キ
鱀,キ
鵋,キ
𧳙,キ
誋,キ
諅,キ
梞,キ
畁,キ
帺,キ
𥭜,キ
熾,シ
饎,シ
𩜮,シ
糦,シ
幟,シ
𢨒,シ
哆,シ
埴,シ
意,イ
鷾,イ
𠃸,イ
䵝,イ
記,キ
憙,キ
嬉,キ
䰯,ギ
豙,ギ
㘈,ギ
譺,ギ
㽈,ギ
儗,ギ
亟,キ
唭,キ
䀈,キ
未,ビ
味,ビ
菋,ビ
𩑵,ビ
䊊,ビ
沬,ビ
鮇,ビ
𡶎,ビ
貴,クヰ
瞶,クヰ
𠐽,クヰ
胃,ヰ
謂,ヰ
㥜,ヰ
媦,ヰ
𦩝,ヰ
緯,ヰ
彚,ヰ
蝟,ヰ
渭,ヰ
煟,ヰ
𩹂,ヰ
𨾂,ヰ
緭,ヰ
𢍚,ヰ
𦳢,ヰ
䬑,ヰ
圍,ヰ
魏,グヰ
犩,グヰ
沸,ヒ
疿,ヒ
芾,ヒ
茀,ヒ
誹,ヒ
鯡,ヒ
㹃,ヒ
𩰾,ヒ
𧙂,ヒ
䛍,ヒ
䟛,ヒ
費,ヒ
髴,ヒ
靅,ヒ
𣙿,ヒ
昲,ヒ
䊧,ヒ
尉,ヰ
㷉,ヰ
熨,ヰ
慰,ヰ
畏,ヰ
罻,ヰ
犚,ヰ
蔚,ヰ
螱,ヰ
𧕈,ヰ
褽,ヰ
䲁,ヰ
諱,クヰ
卉,クヰ
芔,クヰ
泋,クヰ
𥝋,ヒ
𤲳,ヒ
狒,ヒ
㵒,ヒ
腓,ヒ
怫,ヒ
菲,ヒ
屝,ヒ
蜚,ヒ
𧕿,ヒ
䨾,ヒ
翡,ヒ
𡌦,ヒ
萉,ヒ
𩇪,ヒ
痱,ヒ
䠊,ヒ
㔗,ヒ
䆏,ヒ
費,ヒ
𧌘,ヒ
𥄱,ヒ
黂,ヒ
蟦,ヒ
旣,キ
曁,キ
禨,キ
漑,キ
𣢆,キ
旡,キ
蔇,キ
毅,ギ
𢖫,ギ
豙,ギ
𧅙,ギ
藙,ギ
顡,ギ
䉨,ギ
氣,キ
炁,キ
气,キ
盵,キ
䀈,キ
欷,キ
唏,キ
塈,キ
愾,キ
氣,キ
餼,キ
䊠,キ
鎎,キ
𢟪,キ
熂,キ
黖,キ
霼,キ
摡,キ
䀈,キ
𧱲,キ
䮎,キ
犔,キ
忥,キ
䤒,キ
幾,キ
衣,イ
御,ギョ
馭,ギョ
語,ギョ
慮,リョ
勴,リョ
𥶌,リョ
𠣊,リョ
鑢,リョ
櫖,リョ
𩥆,リョ
𡾅,リョ
𦊼,リョ
據,キョ
鋸,キョ
倨,キョ
踞,キョ
椐,キョ
鐻,キョ
澽,キョ
𧣻,キョ
䱟,キョ
豦,キョ
覰,ショ
䁦,ショ
刞,ショ
坥,ショ
䏣,ショ
蜡,ショ
㰦,キョ
去,キョ
麮,キョ
呿,キョ
鼁,キョ
胠,キョ
㧁,キョ
䒧,キョ
𩿟,キョ
署,ショ
藷,ショ
薯,ショ
曙,ショ
恕,ショ
庶,ショ
樜,ショ
㵂,ショ
著,チョ
箸,チョ
䬡,ショ
翥,ショ
𤳯,ショ
䭖,ショ
䘄,ショ
𢉙,ショ
𤳐,ショ
𡻠,ショ
㫂,ショ
䟽,ショ
捒,ショ
㫹,ショ
飫,ヨ
𩜏,ヨ
瘀,ヨ
鄔,ヨ
醧,ヨ
𢮁,ヨ
淤,ヨ
菸,ヨ
棜,ヨ
𡫽,ヨ
箸,チョ
筯,チョ
㾻,チョ
除,チョ
遽,キョ
勮,キョ
詎,キョ
醵,キョ
澽,キョ
絮,ショ
助,ショ
耡,ショ
麆,ショ
怚,ショ
沮,ショ
詛,ショ
阻,ショ
洳,ジョ
茹,ジョ
如,ジョ
豫,ヨ
預,ヨ
譽,ヨ
礜,ヨ
𩦡,ヨ
輿,ヨ
鸒,ヨ
悆,ヨ
𪋮,ヨ
𣝑,ヨ
藇,ヨ
蕷,ヨ
穥,ヨ
𡱣,ヨ
忬,ヨ
歟,ヨ
悇,ヨ
與,ヨ
澦,ヨ
𡒊,ヨ
噓,キョ
女,ヂョ
絮,ヂョ
楚,ショ
儊,ショ
處,ショ
䖏,ショ
絮,チョ
悇,チョ
㾻,チョ
𡲁,ショ
遇,グ
寓,グ
庽,グ
媀,グ
𤸒,グ
禺,グ
䴁,グ
嫗,ウ
蓲,ウ
饇,ウ
樹,シュ
𦒸,シュ
澍,シュ
尌,シュ
𠊪,シュ
住,チュ
牏,チュ
逗,チュ
附,フ
坿,フ
袝,フ
賻,フ
駙,フ
鮒,フ
䠵,フ
蚹,フ
跗,フ
𠪻,フ
胕,フ
注,シュ
疰,シュ
罜,シュ
㹥,シュ
鑄,シュ
馵,シュ
註,シュ
炷,シュ
澍,シュ
霔,シュ
㺛,シュ
䎷,シュ
祩,シュ
𠴦,シュ
䪒,シュ
蛀,シュ
屨,ク
句,ク
蒟,ク
絇,ク
瞿,ク
𥉁,ク
怐,ク
䈮,ク
邭,ク
䀠,ク
昫,ク
煦,ク
酗,ク
呴,ク
姁,ク
𧏺,ク
戍,シュ
腧,シュ
輸,シュ
𧼯,シュ
䩱,シュ
隃,シュ
䠼,シュ
㲓,シュ
裕,ユ
䘱,ユ
覦,ユ
諭,ユ
喻,ユ
籲,ユ
𣈯,ユ
孺,ジュ
𡦗,ジュ
擩,ジュ
㹘,ジュ
赴,フ
𠓗,フ
䞯,フ
䎷,フ
豧,フ
簠,フ
訃,フ
䞳,フ
仆,フ
䟔,フ
婏,フ
務,ブ
婺,ブ
霧,ブ
霚,ブ
騖,ブ
𦎦,ブ
䨁,ブ
蝥,ブ
𨂣,ブ
𦆞,ブ
㡔,ブ
嵍,ブ
敄,ブ
鶩,ブ
緅,シュ
足,シュ
懼,ク
具,ク
埧,ク
臞,ク
芋,ウ
雨,ウ
羽,ウ
䨒,ウ
吁,ウ
埾,シュ
聚,シュ
捒,ス
數,ス
㡏,ス
付,フ
賦,フ
傅,フ
𩬙,フ
陚,フ
搏,フ
娶,シュ
趣,シュ
註,チュ
鉒,チュ
駐,チュ
軴,チュ
住,チュ
𨙔,チュ
壴,チュ
咮,チュ
亍,チュ
驅,ク
𤛐,ク
菆,ス
䜴,ス
䐢,ス
䦌,チュ
𢨸,チュ
尠,シュ
屢,ル
𡀿,ル
暮,ボ
慕,ボ
募,ボ
墓,ボ
慔,ボ
𥰻,ボ
渡,ト
斁,ト
鍍,ト
度,ト
𥯖,ト
路,ロ
露,ロ
潞,ロ
輅,ロ
鷺,ロ
璐,ロ
賂,ロ
簬,ロ
簵,ロ
虂,ロ
𤻱,ロ
㿖,ロ
𦌕,ロ
妒,ト
妬,ト
秅,ト
秺,ト
奼,ト
𤴱,ト
𦘴,ト
𤴱,ト
㓃,ト
蠹,ト
螙,ト
殬,ト
斁,ト
菟,ト
兔,ト
吐,ト
鵵,ト
顧,コ
頋,コ
雇,コ
稒,コ
故,コ
酤,コ
沽,コ
痼,コ
固,コ
錮,コ
㽽,コ
鯝,コ
䍛,コ
棝,コ
凅,コ
誤,ゴ
悮,ゴ
寤,ゴ
忤,ゴ
啎,ゴ
迕,ゴ
遻,ゴ
晤,ゴ
悟,ゴ
逜,ゴ
窹,ゴ
捂,ゴ
娛,ゴ
䎸,ゴ
護,コ
瓠,コ
嫭,コ
婟,コ
頀,コ
互,コ
濩,コ
䇘,コ
冱,コ
枑,コ
䨼,コ
韄,コ
𧥮,コ
鱯,コ
擭,コ
𦊂,コ
𦬚,コ
訴,ソ
愬,ソ
𧪜,ソ
泝,ソ
遡,ソ
素,ソ
傃,ソ
嗉,ソ
膆,ソ
𤤐,ソ
塑,ソ
塐,ソ
䛾,ソ
𤢘,ソ
㨞,ソ
祚,ソ
胙,ソ
阼,ソ
𧃘,ソ
飵,ソ
𧇣,ソ
秨,ソ
笯,ド
怒,ド
布,ホ
圃,ホ
佈,ホ
抪,ホ
𠜙,ホ
𧉩,ホ
汙,ヲ
惡,ヲ
噁,ヲ
䜑,ヲ
怖,ホ
悑,ホ
鋪,ホ
誧,ホ
𤸵,ホ
厝,ソ
措,ソ
醋,ソ
錯,ソ
㳻,ソ
絝,コ
袴,コ
庫,コ
胯,コ
䔯,コ
苦,コ
跨,コ
捕,ホ
哺,ホ
步,ホ
鞴,ホ
餔,ホ
鮬,ホ
𩣝,ホ
䒀,ホ
𨛒,ホ
鵏,ホ
𤸵,ホ
荹,ホ
𩢕,ホ
謼,コ
戽,コ
作,ソ
霽,セイ
隮,セイ
躋,セイ
濟,セイ
擠,セイ
䰏,セイ
䶓,セイ
穧,セイ
帝,テイ
諦,テイ
嚏,テイ
啑,テイ
柢,テイ
蔕,テイ
螮,テイ
蝃,テイ
摕,テイ
𦨢,テイ
䠠,テイ
疐,テイ
骶,テイ
僀,テイ
𢰂,テイ
䟡,テイ
𤬵,テイ
偙,テイ
腣,テイ
趆,テイ
蝭,テイ
䩚,テイ
渧,テイ
嚌,セイ
劑,セイ
穧,セイ
𨣧,セイ
眥,セイ
齊,セイ
齌,セイ
癠,セイ
懠,セイ
𪊆,セイ
替,テイ
𤾕,テイ
暜,テイ
㬱,テイ
鬀,テイ
剃,テイ
戻,テイ
𣧂,テイ
楴,テイ
涕,テイ
洟,テイ
䎮,テイ
𡲕,テイ
达,テイ
薙,テイ
𢝹,テイ
𧛒,テイ
殢,テイ
𣤖,テイ
𥫵,テイ
第,テイ
弟,テイ
遰,テイ
髢,テイ
鬀,テイ
締,テイ
睇,テイ
悌,テイ
娣,テイ
禘,テイ
軑,テイ
釱,テイ
鷤,テイ
棣,テイ
杕,テイ
踶,テイ
題,テイ
遞,テイ
𧡨,テイ
㣇,テイ
𢰂,テイ
摕,テイ
𧫚,テイ
慸,テイ
鯷,テイ
𪂿,テイ
墆,テイ
𥶛,テイ
逮,テイ
砌,セイ
切,セイ
𥉻,セイ
妻,セイ
摖,セイ
䏅,セイ
䀙,セイ
𦕀,セイ
細,セイ
𥿳,セイ
些,セイ
栖,セイ
壻,セイ
𣳦,セイ
詣,ゲイ
𢏗,ゲイ
羿,ゲイ
𦐧,ゲイ
睨,ゲイ
栺,ゲイ
盻,ゲイ
𧡎,ゲイ
甈,ゲイ
堄,ゲイ
霓,ゲイ
計,ケイ
係,ケイ
繼,ケイ
繫,ケイ
薊,ケイ
髻,ケイ
𨜒,ケイ
檕,ケイ
檵,ケイ
蘻,ケイ
轚,ケイ
㲅,ケイ
蒵,ケイ
䐼,ケイ
𦝜,ケイ
系,ケイ
𦃟,ケイ
妎,ケイ
禊,ケイ
繫,ケイ
瘛,ケイ
慀,ケイ
㨙,ケイ
盻,ケイ
䦏,ケイ
稧,ケイ
契,ケイ
栔,ケイ
罊,ケイ
䏿,ケイ
蟿,ケイ
𦩣,ケイ
𢢞,ケイ
𡢖,ケイ
䫔,ケイ
䁈,ケイ
翳,エイ
曀,エイ
枍,エイ
㥷,エイ
㝣,エイ
㙠,エイ
殪,エイ
瞖,エイ
医,エイ
𢟇,エイ
蘙,エイ
縊,エイ
豷,エイ
繄,エイ
㙪,エイ
𧬇,エイ
殹,エイ
謎,ベイ
㩢,ベイ
閉,ヘイ
閇,ヘイ
嬖,ヘイ
箅,ヘイ
㪏,ヘイ
慧,ケイ
憓,ケイ
潓,ケイ
惠,ケイ
蟪,ケイ
蕙,ケイ
橞,ケイ
繐,ケイ
㩨,ケイ
儶,ケイ
譓,ケイ
鏸,ケイ
𦒎,ケイ
桂,クヱイ
昋,クヱイ
炅,クヱイ
炔,クヱイ
筀,クヱイ
罣,クヱイ
𤰮,クヱイ
𣧎,クヱイ
䳏,クヱイ
嘒,クヱイ
嚖,クヱイ
暳,クヱイ
媲,ヘイ
䠘,ヘイ
睥,ヘイ
渒,ヘイ
濞,ヘイ
𣹮,ヘイ
𠞇,ヘイ
薜,ヘイ
䥍,ヘイ
𥴬,ヘイ
𨢡,ヘイ
𣘥,ヘイ
麗,レイ
戾,レイ
㑦,レイ
隸,レイ
隷,レイ
儷,レイ
𥃏,レイ
綟,レイ
劙,レイ
𠠫,レイ
唳,レイ
蜧,レイ
䓞,レイ
沴,レイ
荔,レイ
捩,レイ
欐,レイ
𤃀,レイ
𥶾,レイ
涖,レイ
悷,レイ
栛,レイ
丽,レイ
蜦,レイ
㸚,レイ
珕,レイ
𣛒,レイ
㿛,レイ
𧢮,レイ
䕻,レイ
𩘡,レイ
離,レイ
𣟌,レイ
泥,デイ
埿,デイ
𢤇,デイ
迡,デイ
濘,デイ
㰥,ケイ
㚛,ケイ
殢,ケイ
祭,セイ
際,セイ
穄,セイ
鰶,セイ
𩯷,セイ
㦣,セイ
穧,セイ
歲,セイ
櫘,セイ
𦄑,セイ
繐,セイ
衞,ヱイ
軎,ヱイ
轊,ヱイ
璏,ヱイ
𥶽,ヱイ
𧲝,ヱイ
𧲔,ヱイ
槥,ヱイ
彗,ヱイ
㦣,ヱイ
讏,ヱイ
𤜂,ヱイ
熭,ヱイ
芮,ゼイ
汭,ゼイ
枘,ゼイ
蜹,ゼイ
