小韻,字,漢音
2929,枊,ガウ
2930,葬,サウ
2931,傍,ハウ
2932,藏,サウ
2933,譡,タウ
2934,抗,カウ
2935,螃,ハウ
2936,儻,タウ
2937,曠,クヮウ
2938,儾,ダウ
2939,喪,サウ
2940,攩,クヮウ
2941,桄,クヮウ
2942,鋼,カウ
2943,荒,クヮウ
2944,漭,バウ
2945,汪,ワウ
2946,映,エイ
2947,敬,ケイ
2948,競,ケイ
2949,慶,ケイ
2950,更,カウ
2951,命,メイ
2952,病,ヘイ
2953,孟,バウ
2954,蝗,クヮウ
2955,柄,ヘイ
2956,詠,ヱイ
2957,行,カウ
2958,瀴,
2959,㵾,
2960,倀,タウ
2961,牚,タウ
2962,榜,ハウ
2963,鋥,タウ
2964,生,セイ
2965,迎,ゲイ
2966,膨,ハウ
2967,䛭,
2968,𥥈,
2969,諍,サウ
2970,迸,ハウ
2971,𠊧,
2972,䙬,アウ
2973,鞕,ガウ
2974,轟,クヮウ
2975,勁,ケイ
2976,倩,セイ
2977,政,セイ
2978,聖,セイ
2979,鄭,テイ
2980,遉,テイ
2981,性,セイ
2982,令,レイ
2983,聘,ヘイ
2984,敻,ケイ
2985,摒,ヘイ
2986,偋,
2987,淨,セイ
2988,盛,セイ
2989,詺,メイ
2990,輕,ケイ
2991,𣢝,
2992,精,セイ
2993,徑,ケイ
2994,寗,ネイ
2995,腥,セイ
2996,脛,ケイ
2997,定,テイ
2998,矴,テイ
2999,罄,ケイ
3000,聽,テイ
3001,靘,セイ
3002,䒌,メイ
3003,鎣,ヱイ
3004,零,レイ
3005,證,ショウ
3006,孕,ヨウ
3007,乗,ショウ
3008,認,ジョウ
3009,應,ヨウ
3010,甑,ショウ
3011,興,キョウ
3012,勝,ショウ
3013,瞪,チョウ
3014,𩜁,キョウ
3015,凭,ヒョウ
3016,稱,ショウ
3017,凝,ギョウ
3018,丞,ショウ
3019,覴,
3020,殑,
3021,嶝,トウ
3022,贈,ソウ
3023,亘,コウ
3024,蹭,ソウ
3025,鄧,トウ
3026,𢅴,ボウ
3027,𥦜,ホウ
3028,倗,ホウ
3029,踜,ロウ
3030,增,ソウ
3031,𡬙,ソウ
3032,𤃶,
3033,宥,イウ
3034,救,キウ
3035,胄,チウ
3036,晝,チウ
3037,狩,シウ
3038,臭,シウ
3039,岫,シウ
3040,齅,キウ
3041,呪,シウ
3042,舊,キウ
3043,𤸃,
3044,皺,スウ
3045,副,フウ
3046,簉,シウ
3047,富,フウ
3048,畜,チウ
3049,溜,リウ
3050,秀,シウ
3051,僦,シウ
3052,驟,シウ
3053,就,シウ
3054,糅,ヂウ
3055,復,ホウ
3056,狖,イウ
3057,授,シウ
3058,輮,ジウ
3059,莓,ボウ
3060,𪖐,ギウ
3061,𪖛,キウ
3062,䞭,シウ
3063,𠋫,コウ
3064,𡨥,コウ
3065,茂,ボウ
3066,仆,ホウ
3067,豆,トウ
3068,鬥,トウ
3069,搙,
3070,瘶,ソウ
3071,奏,ソウ
3072,透,トウ
3073,漚,オウ
3074,遘,コウ
3075,輳,ソウ
3076,陋,ロウ
3077,蔻,コウ
3078,䏽,ホウ
3079,偶,ゴウ
3080,㔌,
3081,幼,イウ
3082,謬,ビウ
3083,䠗,
3084,𧾻,キウ
3085,沁,シム
3086,浸,シム
3087,妊,ジム
3088,鴆,チム
3089,枕,シム
3090,𦧈,キム
3091,禁,キム
3092,賃,ヂム
3093,蔭,イム
3094,滲,シム
3095,闖,チム
3096,譖,シム
3097,讖,シム
3098,吟,ギム
3099,揕,チム
3100,臨,リム
3101,甚,シム
3102,䫴,
3103,深,シム
3104,勘,カム
3105,紺,カム
3106,憾,カム
3107,暗,アム
3108,僋,タム
3109,俕,サム
3110,謲,サム
3111,醰,タム
3112,儑,ガム
3113,馾,タム
3114,妠,ダム
3115,顲,ラム
3116,䫲,
3117,篸,サム
3118,闞,カム
3119,濫,ラム
3120,賧,
3121,𪉦,カム
3122,𧵊,カム
3123,憨,かむ
3124,憺,タム
3125,暫,サム
3126,擔,タム
3127,三,サム
3128,豔,エム
3129,贍,セム
3130,染,ゼム
3131,厭,エム
3132,窆,ヘム
3133,驗,ゲム
3134,閃,セム
3135,𡄑,セム
3136,壍,セム
3137,殮,レム
3138,覘,テム
3139,䠨,
3140,𢜰,エム
3141,潛,セム
3142,占,セム
3143,㮇,テム
3144,念,デム
3145,店,テム
3146,䃸,
3147,磹,テム
3148,趝,ケム
3149,酓,エム
3150,僭,セム
3151,䁮,
3152,兼,ケム
3153,傔,ケム
3154,稴,
3155,釅,ゲム
3156,脅,
3157,㪁,ケム
3158,𦲯,
3159,陷,カム
3160,韽,
3161,蘸,サム
3162,𪉜,
3163,歉,
3164,𧸖,タム
3165,儳,サム
3166,𪉦,カム
3167,諵,ダム
3168,顑,
3169,鑑,カム
3170,懺,サム
3171,覱,
3172,釤,サム
3173,㒈,
3174,埿,
3175,㽉,カム
3176,鑱,サム
3177,𪒠,ヱム
3178,梵,ハム
3179,汎,ハム
3180,劔,ケム
3181,欠,ケム
3182,俺,エム
3183,屋,ヲク
3184,獨,トク
3185,穀,コク
3186,縠,コク
3187,哭,コク
3188,秃,
3189,𣫔,
3190,速,ソク
3191,禄,ロク
3192,嗀,
3193,族,ソク
3194,瘯,
3195,鏃,ソク
3196,暴,ホク
3197,扑,ホク
3198,卜,ホク
3199,木,ボク
3200,福,フク
3201,伏,フク
3202,縮,シュク
3203,六,リク
3204,逐,チク
3205,菊,キク
3206,麴,キク
3207,熟,シュク
3208,俶,シュク
3209,育,イク
3210,驧,
3211,鼀,
3212,肉,ジク
3213,粥,シュク
3214,叔,シュク
3215,蓄,チク
3216,竹,チク
3217,蹙,シュク
3218,珿,
3219,肭,
3220,縬,シュク
3221,蝮,フク
3222,郁,イク
3223,肅,シュク
3224,目,ボク
3225,囿,
3226,蓄,チク
3227,砡,ギク
3228,𣤶,
3229,沃,ヨク
3230,毒,トク
3231,篤,トク
3232,酷,コク
3233,鵠,コク
3234,僕,ホク
3235,洬,
3236,梏,コク
3237,瑁,
3238,熇,コク
3239,褥,ジョク
3240,傶,
3241,襮,
3242,濼,ラク
3243,𤛹,
3244,燭,ショク
3245,玉,ギョク
3246,旭,キョク
3247,輂,
3248,局,キョク
3249,蜀,ショク
3250,觸,ショク
3251,辱,ジョク
3252,束,ショク
3253,欲,ヨク
3254,躅,チョク
3255,録,リョク
3256,曲,キョク
3257,瘃,チョク
3258,足,ショク
3259,贖,ショク
3260,幞,ホク
3261,促,ショク
3262,續,ショク
3263,粟,ショク
3264,䪁,
3265,梀,
3266,覺,カク
3267,嶽,ガク
3268,浞,サク
3269,捉,サク
3270,朔,サク
3271,斲,タク
3272,剥,ハク
3273,邈,バク
3274,雹,ハク
3275,璞,ハク
3276,㱿,カク
3277,濁,タク
3278,渥,アク
3279,搦,ダク
3280,逴,タク
3281,犖,ラク
3282,學,カク
3283,㕰,
3284,娖,
3285,質,シツ
3286,日,ジツ
3287,實,シツ
3288,秩,チツ
3289,悉,シツ
3290,一,イツ
3291,七,シツ
3292,匹,ヒツ
3293,吉,キツ
3294,暱,ヂツ
3295,逸,イツ
3296,詰,キツ
3297,欯,キツ
3298,抶,チツ
3299,栗,リツ
3300,窒,チツ
3301,疾,シツ
3302,㓼,
3303,失,シツ
3304,堲,シツ
3305,蜜,ビツ
3306,必,ヒツ
3307,姞,キツ
3308,邲,
3309,䫻,
3310,率,シュツ
3311,叱,シツ
3312,𪗨,
3313,密,ビツ
3314,弼,ヒツ
3315,乙,イツ
3316,耴,
3317,筆,ヒツ
3318,茁,
3319,肸,キツ
3320,曁,
3321,蛭,チツ
3322,獝,クヰツ
3323,術,シュツ
3324,橘,クヰツ
3325,崒,シュツ
3326,聿,ヰツ
3327,卒,シュツ
3328,卹,シュツ
3329,律,リツ
3330,黜,チュツ
3331,㤕,
3332,术,
3333,出,シュツ
3334,焌,シュツ
3335,𠭴,
3336,䎉,
3337,櫛,シツ
3338,瑟,シツ
3339,𪗨,
3340,物,ブツ
3341,弗,フツ
3342,鬱,ウツ
3343,𠀔,
3344,屈,クツ
3345,倔,クツ
3346,佛,フツ
3347,䬍,
3348,䬑,
3349,拂,フツ
3350,崛,クツ
3351,迄,キツ
3352,訖,キツ
3353,疙,
3354,䞘,
3355,乞,キツ
3356,月,グヱツ
3357,伐,ハツ
3358,越,ヱツ
3359,厥,クヱツ
3360,𡡕,
3361,𧤼,
3362,闕,クヱツ
3363,髮,ハツ
3364,韤,バツ
3365,䬂,
3366,謁,エツ
3367,歇,ケツ
3368,訐,ケツ
3369,𢷒,
3370,怖,
3371,钀,
3372,没,ボツ
3373,𣅝,
3374,骨,コツ
3375,勃,ホツ
3376,咄,トツ
3377,宊,
3378,突,トツ
3379,𩑦,
3380,忽,コツ
3381,兀,ゴツ
3382,䪬,
3383,𢂤,
3384,窟,クツ
3385,訥,ドツ
3386,窣,ソツ
3387,猝,ソツ
3388,捽,ソツ
3389,麧,
3390,搰,コツ
3391,卒,ソツ
3392,曷,カツ
3393,䫘,
3394,怛,タツ
3395,闥,タツ
3396,遏,アツ
3397,剌,ラツ
3398,渴,カツ
3399,達,タツ
3400,巀,
3401,嶭,
3402,葛,カツ
3403,躠,
3404,攃,
3405,捺,ダツ
3406,䔾,バツ
3407,末,バツ
3408,枂,
3409,柮,
3410,撥,ハツ
3411,䰖,
3412,括,クヮツ
3413,闊,クヮツ
3414,活,クヮツ
3415,奪,タツ
3416,豁,クヮツ
3417,斡,ワツ
3418,繓,
3419,鏺,ハツ
3420,侻,
3421,捋,ラツ
3422,掇,タツ
3423,撮,サツ
3424,跋,ハツ
3425,黠,カツ
3426,札,サツ
3427,拔,ハツ
3428,𤫶,
3429,滑,クヮツ
3430,八,ハツ
3431,窡,
3432,婠,
3433,豽,
3434,𪙻,
3435,劀,
3436,戛,カツ
3437,軋,アツ
3438,殺,サツ
3439,㑻,
3440,傄,
3441,痆,ダツ
3442,𦤙,
3443,䯇,
3444,汃,
3445,茁,サツ
3446,鎋,カツ
3447,𪆰,
3448,齾,
3449,刹,サツ
3450,𥴭,
3451,瞎,カツ
3452,獺,タツ
3453,刮,クヮツ
3454,頢,
3455,䫄,
3456,鵽,
3457,刷,サツ
3458,刖,グヱツ
3459,䵵,
3460,𥗥,
3461,妠,
3462,捌,ハツ
3463,𪈟,
3464,𨰉,
3465,哳,タツ
3466,𩭿,
3467,屑,セツ
3468,切,セツ
3469,結,ケツ
3470,節,セツ
3471,血,クヱツ
3472,闋,クヱツ
3473,玦,クヱツ
3474,穴,クヱツ
3475,抉,クヱツ
3476,姪,テツ
3477,鐵,テツ
3478,纈,テツ
3479,涅,デツ
3480,𢧵,
3481,齧,ゲツ
3482,蔑,ベツ
3483,㢼,
3484,噎,エツ
3485,猰,
3486,𡘐,
3487,撆,ヘツ
3488,蹩,ヘツ
3489,窒,テツ
3490,𥸸,
3491,薛,セツ
3492,列,レツ
3493,哲,テツ
3494,傑,ケツ
3495,熱,ゼツ
3496,晢,セツ
3497,舌,セツ
3498,折,セツ
3499,孼,
3500,滅,ベツ
3501,朅,ケツ
3502,鷩,ヘツ
3503,絕,セツ
3504,蕝,
3505,雪,セツ
3506,𤿫,
3507,悅,エツ
3508,缺,クヱツ
3509,噦,
3510,爇,ゼツ
3511,說,セツ
3512,拙,セツ
3513,歠,セツ
3514,輟,テツ
3515,劣,レツ
3516,瞥,ヘツ
3517,别,
3518,轍,テツ
3519,䇷,
3520,㕞,セツ
3521,孑,ケツ
3522,設,セツ
3523,呐,セツ
3524,𥄎,
3525,妜,
3526,蹶,クヱツ
3527,茁,セツ
3528,膬,
3529,蠽,
3530,摋,
3531,焆,ヱツ
3532,屮,テツ
3533,娎,
3534,啜,セツ
3535,㔍,
3536,㿱,
3537,掣,セツ
3538,抴,
3539,𨵊,
3540,藥,ヤク
3541,略,リャク
3542,腳,キャク
3543,灼,シャク
3544,爍,シャク
3545,若,ジャク
3546,綽,シャク
3547,約,ヤク
3548,卻,キャク
3549,虐,ギャク
3550,妁,シャク
3551,㲋,
3552,削,シャク
3553,斮,シャク
3554,爵,シャク
3555,皭,シャク
3556,鵲,シャク
3557,噱,キャク
3558,嬳,
3559,縛,ハク
3560,䂄,
3561,籰,ワク
3562,玃,クヰャク
3563,芍,シャク
3564,著,チャク
3565,躩,クヮク
3566,戄,クヰャク
3567,逽,
3568,𩅿,
3569,謔,キャク
3570,鐸,タク
3571,莫,バク
3572,落,ラク
3573,託,タク
3574,作,サク
3575,錯,サク
3576,各,カク
3577,恪,カク
3578,咢,ガク
3579,𩔈,
3580,惡,アク
3581,泊,ハク
3582,𦞦,
3583,索,サク
3584,涸,カク
3585,昨,サク
3586,博,ハク
3587,諾,ダク
3588,霍,クヮク
3589,郭,クヮク
3590,雘,ワク
3591,穫,クヮク
3592,廓,クヮク
3593,瓁,
3594,硦,
3595,㘀,
3596,陌,バク
3597,磔,タク
3598,白,ハク
3599,伯,ハク
3600,劇,ケキ
3601,戟,ケキ
3602,𡩡,
3603,柵,セキ
3604,嚄,クヮク
3605,嘖,サク
3606,齚,サク
3607,隙,ケキ
3608,額,ガク
3609,逆,ゲキ
3610,客,カク
3611,啞,アク
3612,虩,ケキ
3613,𡍩,タク
3614,䪝,クヮク
3615,拍,ハク
3616,赫,カク
3617,垎,
3618,格,カク
3619,謋,クヮク
3620,宅,タク
3621,虢,クヮク
3622,擭,クヮク
3623,蹃,
3624,𧍕,
3625,欂,ハク
3626,麥,バク
3627,獲,クヮク
3628,蟈,
3629,檗,ハク
3630,䌟,
3631,賾,サク
3632,責,サク
3633,䞰,
3634,策,サク
3635,礊,
3636,剨,
3637,覈,カク
3638,隔,カク
3639,摘,タク
3640,戹,アク
3641,栜,
3642,𢶉,
3643,虉,
3644,礐,カク
3645,㩇,
3646,𢷾,
3647,𧾛,
3648,疒,ダク
3649,昔,セキ
3650,積,セキ
3651,益,エキ
3652,繹,エキ
3653,釋,セキ
3654,尺,セキ
3655,石,セキ
3656,隻,セキ
3657,擲,テキ
3658,皵,
3659,席,セキ
3660,籍,セキ
3661,擗,ヘキ
3662,役,エキ
3663,瞁,
3664,辟,ヘキ
3665,僻,ヘキ
3666,麝,セキ
3667,碧,ヘキ
3668,𪐏,
3669,彳,テキ
3670,𦳮,
3671,𥄎,
3672,錫,セキ
3673,激,ケキ
3674,霹,ヘキ
3675,靂,レキ
3676,的,テキ
3677,檄,ケキ
3678,鷁,ゲキ
3679,荻,テキ
3680,逖,テキ
3681,績,セキ
3682,燩,
3683,惄,デキ
3684,寂,セキ
3685,覓,ベキ
3686,甓,ヘキ
3687,壁,ヘキ
3688,闃,クヱキ
3689,郹,
3690,戚,セキ
3691,赥,
3692,𥍟,
3693,𣤩,
3694,職,ショク
3695,直,チョク
3696,力,リョク
3697,敕,チョク
3698,陟,チョク
3699,食,ショク
3700,息,ショク
3701,寔,ショク
3702,識,ショク
3703,赩,キョク
3704,崱,ショク
3705,極,キョク
3706,匿,ヂョク
3707,測,ショク
3708,憶,オク
3709,色,ショク
3710,䩯,
3711,殛,キョク
3712,弋,ヨク
3713,即,ショク
3714,逼,ヒョク
3715,域,ヰキ
3716,洫,キョク
3717,堛,
3718,稄,
3719,愎,ヒョク
3720,嶷,ギョク
3721,堲,ショク
3722,𡮞,チョク
3723,䁇,
3724,瀷,
3725,德,トク
3726,則,ソク
3727,勒,ロク
3728,忒,トク
3729,刻,コク
3730,特,トク
3731,黑,コク
3732,墨,ボク
3733,賊,ソク
3734,塞,ソク
3735,北,ホク
3736,菔,ホク
3737,或,コク
3738,國,コク
3739,餩,
3740,劾,
3741,䘅,
3742,裓,コク
3743,墄,
3744,覆,フク
3745,𢃤,
3746,緝,シフ
3747,十,シフ
3748,執,シフ
3749,習,シフ
3750,集,シフ
3751,入,ジフ
3752,揖,イフ
3753,溼,シフ
3754,㗱,
3755,及,キフ
3756,蟄,チフ
3757,縶,チフ
3758,立,リフ
3759,急,キフ
3760,岌,ギフ
3761,泣,キフ
3762,𩎕,
3763,歰,
3764,吸,キフ
3765,戢,シフ
3766,邑,イフ
3767,湁,
3768,煜,イフ
3769,熠,イフ
3770,孨,ジフ
3771,霵,
3772,𩾳,
3773,鵖,
3774,㞚,
3775,斟,
3776,合,カフ
3777,閤,カフ
3778,答,タフ
3779,趿,
3780,沓,タフ
3781,錔,
3782,雜,サフ
3783,帀,サフ
3784,拉,ラフ
3785,納,ダフ
3786,溘,カフ
3787,姶,カフ
3788,欱,
3789,㬎,
3790,䟃,
3791,遪,
3792,唈,カフ
3793,盍,カフ
3794,臘,ラフ
3795,㿴,
3796,榻,タフ
3797,𣣹,
3798,魶,ダフ
3799,蹋,タフ
3800,𠎷,
3801,儑,
3802,䪞,
3803,䫦,
3804,榼,カフ
3805,鰪,アフ
3806,囃,サフ
3807,砝,
3808,譫,タフ
3809,葉,エフ
3810,接,セフ
3811,攝,セフ
3812,涉,セフ
3813,獵,レフ
3814,捷,セフ
3815,䐑,
3816,𢽱,
3817,聶,デフ
3818,謵,
3819,讘,
3820,讋,セフ
3821,妾,セフ
3822,锸,
3823,衱,ケフ
3824,輒,テフ
3825,曄,エフ
3826,𤷾,
3827,萐,セフ
3828,𦀖,
3829,魘,
3830,怗,テフ
3831,協,ケフ
3832,頰,ケフ
3833,愜,ケフ
3834,牒,テフ
3835,苶,
3836,燮,セフ
3837,㼲,
3838,聑,
3839,䕹,
3840,浹,セフ
3841,弽,セフ
3842,䢡,セフ
3843,洽,カフ
3844,恰,カフ
3845,𥯦,
3846,夾,カフ
3847,眨,
3848,插,サフ
3849,㘝,
3850,䶎,
3851,霎,サフ
3852,劄,タフ
3853,𨂁,
3854,䀴,
3855,𥃐,
3856,狎,カフ
3857,𠗨,
3858,鴨,アフ
3859,甲,カフ
3860,翣,サフ
3861,呷,カフ
3862,業,ゲフ
3863,脅,ケフ
3864,怯,ケフ
3865,劫,ケフ
3866,腌,
3867,殜,
3868,跲,ケフ
3869,乏,ハフ
3870,法,ハフ
3871,𥎰,
3872,猲,ケフ
3873,䎎,
3874,𦑣,
